Judul ,Tahun,Nama Penulis ,Abstrak,Keywords
"PENGARUH KENAIKAN HARGA KEDELAI TERHADAP
STRUKTUR BIAYA DAN KEUNTUNGAN USAHA TEMPE
(STUDI KASUS: RUMAH TEMPE INDONESIA DI BOGOR) ",2014,RIDWAN LUKMANUL HAKIM,"Tempe is a processed product which has a high nutritional value. Tempe businesses are generally run by household and small industries. Tempe produced by RTI consist of genetic modifier organism and Non-genetic modifier organism soybean. This research had only analyzed GMO tempe produced of 450gr and 700gr package. The increase in soybean prices are expected to give effect to the business craftsmen tempe in this case the business RTI. This study aims to analyze the cost structure of the soybean business in RTI before rising soybean prices and the impact of price rise of soybean in terms of the feasibility analysis (R/C ratio and break-even point (BEP). The results showed that the increase in soybean prices affect revenue of RTI. But R/C ratio was rising after the price rise of soybean. Based on these conditions, RTI is advised to improve the amount of their market because of RTI’s market which are segmented.","GMO, sales revenue, R/C ratio, the break-even"
DAMPAK KENAIKAN HARGA DAGING SAPI TERHADAP POLA KONSUMSI PANGAN SUMBER PROTEIN HEWANI DI KABUPATEN BOGOR,2014,ZULFATI RAHMA MAGISTRA,"One kind of food which has important role in developing the food security and create human resources who has healthy quality is food animal proteins. The government is targeting food consumption of animal protein as much as 7.2 g/capita/ day in 2014. Food sources of animal protein can be derived from livestock or fishery products like ruminant meat, poultry, fish, eggs, and milk. This study aims to analyze the pattern of household consumption in Bogor Regency, analyze the level of demand elasticity, and perform simulations to analyze the impact of higher prices for meat. The data used comes from SUSENAS 2012 with 1125 households in Bogor Regency. The analytical method used was descriptive analysis and model of Almost Ideal Demand System (AIDS). The analysis showed that the type of ruminant meat consumption group was very inelastic and have a lower level of consumption than other animal protein foods. People in Bogor Regency consume more fish than ruminant meat. Increasing the prices of beef could make other public consumption for food source of animal proteins is down. Food protein consumption for the people of Bogor regency have met the target set by the government.","AIDS, animal protein, consumption patterns, inelastic, SUSENAS "
PENGARUH KENAIKAN HARGA KEDELAI TERHADAP PROFITABILITAS DAN NILAI TAMBAH USAHA TAHU BANDUNG KAYUN-YUN DI DESA CIHIDEUNG HILIR KECAMATAN CIAMPEA KABUPATEN BOGOR,2014,RAHMA FITRI,"Small industries is part of SME (Small Medium Enterprise) sector that gives an important role in Indonesia’s economic development. One of small industry that potentially to be developed is soybean industries such as tofu industries. Soybean price increase that occurred in 2013 affects tofu small industrial especially Usaha tahu bandung Kayun-Yun. The purpose of this research was to analyze the effect of soybean price increase on profitability and added value of Usaha Tahu Bandung Kayun-Yun. Research location was selected with the considerations that Ciampea subdistricts is one of the all subdistricts in Bogor district that known as tofu production centers. The results showed after soybean prices increased, the total cost increased by 44 957 794 per month, sales volume is still in 6700 pieces per day, the difference in cost of production in the amount of Rp 206/piece for 4 cm tofu and Rp 254/piece for 5 cm tofu, break-even point in goods value for 4 cm tofu in the amount of 586 pieces with 175 873 rupiah IDR and for 5 cm in the amount of 330 pieces with 115 557 rupiah IDR. Profitability value showed an increase of 30.25 % for 4 cm and 29.36 % for 5 cm tofu. The result of the added value also increased by Rp 8 672/kg for 4 cm tofu and Rp 8 195/kilogram for 5 cm tofu.","Soybean, Usaha tahu bandung Kayun-Yun, profitability, added value"
"FAKTOR–FAKTOR YANG MEMENGARUHI HARGA
KEDELAI INDONESIA ",2013,MARSELA DWI TAMISARI ,"The impact of rising price of soybean and its derivative product can be detrimental to the society. The purpose of this research identify factors that affect soybean price and to analyze the pattern of domestic soybean price dynamic and transmission. The method used in this research is VAR/VECM. The data used is the monthly time series January 2000–November 2012. Shocks of the domestic price of soybean variable, international price of soybean variable, fuel price (gasoline industry) variable, and the GDP variable that affect of rising price of domestic soybean, but based on VECM testing the GDP does not affect significantly both in the short or long term. Shocks of the consumption variable, imports variable, production variable, exchange rates variable, and inflation variable result that affect of domestic soybeans price decrease, but based on VECM testing inflation does not affect significantly both in the short or long term. The pattern dynamics of domestic soybean price is likely to increase, the length of time transmission shock of international soybean price toward domestic soybean price is 2–10 months.","soybean price, VAR/VECM, price transmission "
"ANALISIS PENENTUAN HARGA POKOK PRODUKSI RTD
ROSELLA DI UPT KERJASAMA F-TECHNOPARK
INSTITUT PERTANIAN BOGOR",2013,RIFKA NURBAETININGSIH,"Calculation of the cost of goods manufactured has an important role as the basis for setting the selling price of product so minimal acceptance happens to be at breakeven point. Determining of RTD (Ready to Drink) Rosella cost of goods manufactured is carried out by F-Technopark is simple. The purpose of this study was to analyze the determination of the cost of goods manufactured by calculating of F-Technopark, process costing method on full costing approach and efficient of machines use and also the selling price calculation of F-Technopark and cost-plus pricing method and then compare the difference. Results of the study showed that the calculation of the cost of goods manufactured by F-Technopark is Rp2692.00, process costing method on full costing approach is Rp3835.00 and the cost of goods manufactured on the efficient of machines use is Rp3804.00. Selling price that setting by F-Technopark is Rp4000.00 while the selling price with cost-plus pricing method on a 15% markup is Rp4410.00 and Rp4794.00 at the 25% markup. Based on the results of the comparison, the difference happens is significant.","full costing, process costing, rosella"
"ANALISIS DAMPAK VOLATILITAS HARGA MINYAK
BUMI DUNIA TERHADAP HARGA CPO INDONESIA ",2013,"INDRI MUTIA MAULANI","Petroleum is one of the main energy source used many countries as input from a variety of economic activities. Changes in world oil prices to high price hikes lead to consumers looking for alternative fuels are relatively cheaper. Indonesia's own central do substitution for substitute energy sources such as biodiesel oil CPO. This research was conducted to analyze the impact of the volatility of world oil prices on the prices of CPO in Indonesia. Methods of analysis used in this study was the ARCH-GARCH model and VAR/VECM. The Data used is the time series of monthly data 2006: 1-2013: 1. The variables used are variable in world petroleum prices, the price of CPO Indonesia and Malaysia, and the price of CPO in Rotterdam (represents the world's CPO price). The volatility of world oil prices which is being estimated by the ARCH-GARCH model looks vary time varying suggests a tendency that continues to increase. VECM estimation results based on all significant variables in the long run. The Indonesia CPO price are likely to respond negatively to volatility and CPO Malaysia price. While the Indonesia CPO price showed a positive response to the CPO price in world.","volatility of world oil price, the price of CPO, ARCH-GARCH model, VECM model. "
"ANALISIS VOLATILITAS HARGA DAGING SAPI POTONG
DAN DAGING AYAM BROILER DI INDONESIA",2013,FADILA JZUQYNOVA BURHANI,"Beef consumption needs of Indonesian population tends to increase with the increasing number of the population and public awareness of the importance of animal protein. Meanwhile the price of beef cattle and broiler meat are fluctuative. The value of volatility describes how much the level of risk that will be faced in the future. Fluctuations in the price of beef cattle and broiler meat can be caused by a the unequilibrium of supply and demand. The objectives of this research were (1) to analyze the price forecast of beef cattle and broiler meat in Indonesia, (2) to identify factors that affect the price volatility of beef cattle and broiler meat in Indonesia, and (3) to identify alternative strategies related to the price volatility of beef cattle and broiler meat in Indonesia. This research used secondary data with the time series form in period February 2003 to February 2013. In this research ARCH-GARCH is used to analyze the price volatility of beef cattle and broiler meat in Indonesia. This analysis show that the price volatility of beef cattle and broiler meat in Indonesia will be lower.","beef cattle, broiler meat, demand, price risk, supply, volatility"
"ANALISIS KETERPADUAN PASAR DAN TRANSMISI
HARGA AYAM BROILER DI KABUPATEN BOGOR",2013,STEVI PEBRIANI,"Bogor as central production of broiler chicken has the highest population of broiler chicken in West Java. In the other hand, fluctuation price of chicken broiler put farmers and bussines in vulnerable condition. Large distance between production and marketing areas also affect the efficiency the marketing of broiler chicken in Bogor district. The research objective were to analyze market integration between consumer an producer market, and to analyze price transmision in consumer market at Cibinong, Leuwiliang, Citereup, Jasinga market in Bogor district. This research used Ravallion models to analyze market integration between consumer an producer market and Vector autoregression models to analyze price transmision in consumer market in Bogor district. The result of research indicated there are no market integration in short-run and long run integration relationship between consumers and producers broiler chicken market in Bogor district. Price transmision has been transmitted at consumer market in Bogor district. Two sided relationship between broiler chicken price at Cibinong and Citeureup also between Citeureup and Jasinga that each market influences price in other market. And one sided relationship market in Cibinong influences broiler chicken price in Jasinga market. On the other hand it shows that, Cibinong market are market leader between them and Leuwiliang market as isolated market between other market.","Broiler Chicken, Integrated market, Price transmission."
"ANALISIS FAKTOR-FAKTOR PRODUKSI YANG
MEMPENGARUHI RISIKO PRODUKSI DAN ANALISIS
RISIKO HARGA TOMAT DI DESA GEKBRONG
KABUPATEN CIANJUR",2013,TEDI ADITIA LESMANA,"At 2007 to 2011, the production of tomatoes in Cianjur fluctuated that indicated production risks. The selling price of tomatoes which fluctuates between January and December 2012 also indicates the price risk. The objectives of this research were to analyze the effect of production factors on production risks which were faced by tomato farmers in Gekbrong, and to analyze the level of price risk which were faced by tomato farmers in Gekbrong. This research used Just and Pope’s production function model to analyze the effect of production factors on production risks. Value of variance, standard deviation, and coefficient of variation were used to calculate the level of price risk. Based on calculations, the manure and potassium fertilizer were the risk inducing factors. While nitrogen fertilizer, phosphor fertilizer, liquid insecticides, leaf fertilizer, fungicide, and dry season were the risk reducing factors. Based on the value of variance, standard deviation, and coefficient of variation, the selling of tomatoes to cooperation has lower level risk than selling tomatoes to middleman.","price risk, production risk, tomato "
"DAMPAK KEBIJAKAN HARGA PEMBELIAN PEMERINTAH
TERHADAP PENAWARAN DAN PERMINTAAN BERAS
DI NUSA TENGGARA BARAT",2013,RIZKI PRASOJO,"Nusa Tenggara Barat is one of the rice producer region in Indonesia. The rice production is higher than the consumption but the government still implement rice import policy. It cause the supply of rice to increase and the price of rice to decrease, then government purchasing policy is needed to resolve the price decrease. The purposes of the study were to: (1) identify factors that affect the supply and demand for rice, (2) analyze the impact of government purchasing price policy on supply and demand for rice, and (3) analyze the impact of government purchasing price policy on paddy producers and rice consumers welfare. The study used time series data from 1989-2009. Nusa Tenggara Barat supply and demand for rice model is contsructed as a system of simultaneous equations and estimated using Two Stage Least Squares (2SLS) method. Increasing government purchasing price policy simulation will increase supply and demand for rice, while eliminating the government purchasing price policy simulation will decrease supply and demand for rice in Province of Nusa Tenggara Barat. Increasing the government purchasing price policy will increase producers surplus, decrease consumers surplus, and increase net surplus (welfare increase), while eliminating the government purchasing price policy simulation will decrease producers surplus, incerase consumers surplus, and decrease net surplus (welfare decrease) in Province of Nusa Tenggara Barat.","rice, government purchasing price policy, producers and
consumers for rice welfare."
"IDENTIFIKASI POLA PERGERAKAN HARGA BERAS MELALUI
DEKOMPOSISI DERET WAKTU SECARA ENSEMBLE",2013,CASIA NURSYIFA,"The price of rice is one of the important indicator to determine the availability of rice. Ensemble Empirical Mode Decomposition (Ensemble EMD) is an alternative approach to analyze rice price fluctuation behavior through the process decomposition into several intrinsic mode functions (IMFs) and the residual. The EMD could be applied to a dataset eventhough that the data are nonlinear and nonstationary so it can work with the characteristics of unstable rice prices between seasons and years. The concept of ensemble is needed to optimalize the characteristic scale of the IMF by adding a series of white noise in the data. This research was carried out on the identification of the time series pattern of monthly and weekly rice price in Jakarta using Ensemble EMD. Our Ensemble EMD approach resulted three IMFs which have large contribution to volatility of monthly rice price. Those are IMFs whose mean periods of 1.1, 2.8 and 5.6 years respectively. Meanwhile, from the weekly dataset, Ensemble EMD revealed three high contribution IMFs, whose mean period of 0.5, 1.0, and 3.4 years. Trend component contributes dominantly to the price level change. It could be seen by its contribution as long as 92.40% for monthly data and 96.34% for weekly data. Furthermore, the reconstruction of fine-to-coarse for weekly price data shows that all IMFs produced by decomposition weekly rice price are included in the high frequency component. It indicates that the imbalance of supply and demand market and the weather factor still affect the stability of rice prices in Jakarta.","empirical mode decomposition, ensemble, rice prices"
"ANALISIS PENGARUH KENAIKAN HARGA KEDELAI
TERHADAP KINERJA USAHA INDUSTRI TEMPE
DI DESA CITEUREUP KABUPATEN BOGOR",2013,TITA NURSIAH,"Soybean demand continues to increase but does not meet sufficient domestic production resulting in higher price shock. An increase in soybean prices caused a major influence on tempeh industry in Indonesia, since soybean is the main input of tempeh,. The aims of this research were to analyze the effects of the increasing soybean price on business performance in terms of cost structure, revenue, profit, and efforts to deal with adjustments made under these conditions. This research was conducted from December 2012 to Februari 2013. This research used primary data from direct interviews with respondents and secondary data from relevant institutions and literature. The analysis tools used are quantitative and qualitative analysis. The results indicated that an increase in soybean prices affected rising of the total cost significantly because 70 percent of the cost was used for the purchase of soybeans. The condition led to decrease the amount of profit earned. Based on the comparison of the cost structure of the three production-scale showed there was a trend that an increasing of business scale will decrease the cost per kg of soybeans. It is concluded that an adjustment has to be undertaken in order to get high profit by reducing the size and increasing the price of tempeh.","soybean, tempeh, cost, effort"
"ANALISIS PENENTUAN HARGA POKOK PRODUKSI BERAS
ANALOG PADA F-TECHNOPARK SEBAGAI UNIT BISNIS
DAN BUKAN UNIT BISNIS",2013,ARI SULISTIYANI,"Analog rice is an artificial rice made from a mixture of raw materials consisting corn starch and sago palm. The purpose of this study is to analyze the calculation of cost of production and selling price of analog rice by F-Technopark calculation as well as the comparison between as a business units, not as a business units and the calculation by F-Technopark and analyze the value added of analog rice. Results of calculation of the cost of production of analog rice by FTechnopark, not as a business units, and as a business units were calculated using the full costing method of each generating value per pouch are Rp8.189,40, Rp11.600,17 and Rp7.052,53. The calculation of selling price by cost-plus pricing method with some alternative markup is 10%, 15%, 20%, and 25% of the selling price of analog rice not as a business unit produces value per pouch respectively Rp12.760,19, Rp13.340,20, Rp13.920,21 and Rp14.500,22. While the value of the selling price of analog rice as a business unit per pouch respectively Rp8.404,27, Rp8.786,28, Rp9.168,29 and Rp9.550,31. There are differences in the value of the calculation by F-Technopark to the selling price of Rp12.000 per pouch. The value added analysis results Rp3.724,53 with a ratio of 28,65%.","Analog rice, cost-plus pricing, full costing, process costing, value added "
